simulation_number,port,price,fuel_amount,refuel_amount,speed,fuel_cost,total_cost
802070100,0,1000,0.0,45,1,,
802070100,1,1200,15.0,28,1,,
802070100,2,600.0,18.0,94,1,,
802070100,3,1031.25,82.0,34,1,,
802070100,4,703.125,91.0,8,1,,
802070100,5,878.90625,66.0,84,1,,
802070100,6,1054.6875,105.0,0,1,,
802070100,7,659.1796875,83.0,28,1,,
802070100,8,692.138671875,46.0,89,1,,
802070100,9,556.182861328125,35.0,16,1,,
802070100,,,,,,377971.923828125,1400.0
802070101,0,1000,0.0,67,1,,
802070101,1,1200,37.0,16,1,,
802070101,2,600.0,28.0,26,1,,
802070101,3,1031.25,24.0,18,1,,
802070101,4,1171.875,17.0,76,1,,
802070101,5,878.90625,60.0,6,1,,
802070101,6,1318.359375,21.0,55,1,,
802070101,7,1373.291015625,54.0,75,1,,
802070101,8,1922.607421875,64.0,67,1,,
802070101,9,2059.9365234375,31.0,17,1,,
802070101,,,,,,594538.6474609375,1400.0
802070102,0,1000,0.0,104,1,,
802070102,1,1200,74.0,16,1,,
802070102,2,800,65.0,72,1,,
802070102,3,1375.0,107.0,3,1,,
802070102,4,1562.5,85.0,0,1,,
802070102,5,1562.5,52.0,56,1,,
802070102,6,2343.75,63.0,87,1,,
802070102,7,1953.125,128.0,12,1,,
802070102,8,2734.375,75.0,53,1,,
802070102,9,3662.109375,28.0,17,1,,
802070102,,,,,,745446.484375,1400.0
196860100,0,1000,0.0,33,1,,
196860100,1,1200,3.0,31,1,,
196860100,2,600.0,9.0,70,1,,
196860100,3,1031.25,49.0,50,1,,
196860100,4,703.125,74.0,5,1,,
196860100,5,878.90625,46.0,66,1,,
196860100,6,1054.6875,67.0,5,1,,
196860100,7,659.1796875,50.0,21,1,,
196860100,8,692.138671875,6.0,123,1,,
196860100,9,556.182861328125,29.0,17,1,,
196860100,,,,,,379490.3137207031,1400.0
196860101,0,1000,0.0,48,1,,
196860101,1,1200,18.0,18,1,,
196860101,2,600.0,11.0,59,1,,
196860101,3,1031.25,40.0,39,1,,
196860101,4,1171.875,54.0,34,1,,
196860101,5,878.90625,55.0,6,1,,
196860101,6,1318.359375,16.0,105,1,,
196860101,7,1373.291015625,99.0,36,1,,
196860101,8,1922.607421875,70.0,62,1,,
196860101,9,2059.9365234375,32.0,16,1,,
196860101,,,,,,570862.79296875,1400.0
196860102,0,1000,0.0,53,1,,
196860102,1,1200,23.0,54,1,,
196860102,2,800,52.0,70,1,,
196860102,3,1375.0,92.0,53,1,,
196860102,4,1562.5,120.0,2,1,,
196860102,5,1562.5,89.0,47,1,,
196860102,6,2343.75,91.0,8,1,,
196860102,7,1953.125,77.0,36,1,,
196860102,8,2734.375,48.0,80,1,,
196860102,9,3662.109375,28.0,17,1,,
196860102,,,,,,733805.859375,1400.0
196860103,0,1000,0.0,36,1,,
196860103,1,1500.0,6.0,51,1,,
196860103,2,1250.0,32.0,8,1,,
196860103,3,2148.4375,10.0,140,1,,
196860103,4,1464.84375,125.0,12,1,,
196860103,5,1098.6328125,104.0,29,1,,
196860103,6,1647.94921875,88.0,44,1,,
196860103,7,1716.61376953125,110.0,8,1,,
196860103,8,3004.0740966796875,53.0,55,1,,
196860103,9,4023.313522338867,8.0,40,1,,
196860103,,,,,,925619.0185546875,1400.0
196860104,0,1000,0.0,53,1,,
196860104,1,900.0,23.0,18,1,,
196860104,2,600.0,16.0,86,1,,
196860104,3,1031.25,72.0,11,1,,
196860104,4,1171.875,58.0,78,1,,
196860104,5,1464.84375,103.0,6,1,,
196860104,6,2197.265625,64.0,49,1,,
196860104,7,2288.818359375,91.0,25,1,,
196860104,8,3204.345703125,51.0,77,1,,
196860104,9,3433.2275390625,28.0,17,1,,
196860104,,,,,,742825.0244140625,1400.0
196860105,0,1000,0.0,58,1,,
196860105,1,1500.0,28.0,0,1,,
196860105,2,1250.0,3.0,52,1,,
196860105,3,1289.0625,25.0,53,1,,
196860105,4,878.90625,53.0,41,1,,
196860105,5,659.1796875,61.0,38,1,,
196860105,6,988.76953125,54.0,61,1,,
196860105,7,1029.96826171875,93.0,20,1,,
196860105,8,1802.4444580078125,48.0,65,1,,
196860105,9,1448.3928680419922,13.0,39,1,,
196860105,,,,,,542464.8151397705,1400.0
196860106,0,1000,0.0,104,1,,
196860106,1,900.0,74.0,59,1,,
196860106,2,450.0,108.0,39,1,,
196860106,3,773.4375,117.0,14,1,,
196860106,4,527.34375,106.0,40,1,,
196860106,5,395.5078125,113.0,0,1,,
196860106,6,474.609375,68.0,64,1,,
196860106,7,395.5078125,110.0,11,1,,
196860106,8,692.138671875,56.0,60,1,,
196860106,9,741.5771484375,16.0,38,1,,
196860106,,,,,,350005.712890625,1400.0
196860107,0,1000,0.0,30,1,,
196860107,1,1500.0,0.0,53,1,,
196860107,2,1000.0,28.0,69,1,,
196860107,3,1718.75,67.0,5,1,,
196860107,4,1562.5,47.0,29,1,,
196860107,5,1953.125,43.0,38,1,,
196860107,6,1757.8125,36.0,114,1,,
196860107,7,1831.0546875,128.0,12,1,,
196860107,8,1922.607421875,75.0,48,1,,
196860107,9,2059.9365234375,23.0,27,1,,
196860107,,,,,,717391.7236328125,1400.0
196860108,0,1000,0.0,96,1,,
196860108,1,900.0,66.0,48,1,,
196860108,2,450.0,89.0,43,1,,
196860108,3,464.0625,102.0,17,1,,
196860108,4,316.40625,94.0,12,1,,
196860108,5,395.5078125,73.0,16,1,,
196860108,6,474.609375,44.0,60,1,,
196860108,7,395.5078125,82.0,19,1,,
196860108,8,692.138671875,36.0,65,1,,
196860108,9,556.182861328125,1.0,53,1,,
196860108,,,,,,327521.9787597656,1400.0
196860109,0,1000,0.0,55,1,,
196860109,1,1500.0,25.0,0,1,,
196860109,2,750.0,0.0,32,1,,
196860109,3,1289.0625,2.0,148,1,,
196860109,4,1464.84375,125.0,0,1,,
196860109,5,1464.84375,92.0,33,1,,
196860109,6,1757.8125,80.0,10,1,,
196860109,7,1098.6328125,68.0,17,1,,
196860109,8,1922.607421875,20.0,130,1,,
196860109,9,2059.9365234375,50.0,0,1,,
196860109,,,,,,629814.94140625,1400.0
196860110,0,1000,0.0,30,1,,
196860110,1,900.0,0.0,75,1,,
196860110,2,600.0,50.0,57,1,,
196860110,3,825.0,77.0,73,1,,
196860110,4,937.5,125.0,21,1,,
196860110,5,937.5,113.0,10,1,,
196860110,6,1406.25,78.0,20,1,,
196860110,7,1171.875,76.0,21,1,,
196860110,8,1230.46875,32.0,92,1,,
196860110,9,1647.94921875,24.0,27,1,,
196860110,,,,,,471919.62890625,1400.0
196860111,0,1000,0.0,33,1,,
196860111,1,900.0,3.0,42,1,,
196860111,2,600.0,20.0,55,1,,
196860111,3,825.0,45.0,30,1,,
196860111,4,562.5,50.0,14,1,,
196860111,5,562.5,31.0,25,1,,
196860111,6,675.0,11.0,19,1,,
196860111,7,562.5,8.0,60,1,,
196860111,8,590.625,3.0,126,1,,
196860111,9,632.8125,29.0,17,1,,
196860111,,,,,,322739.0625,1400.0
196860112,0,1000,0.0,39,1,,
196860112,1,1500.0,9.0,20,1,,
196860112,2,750.0,4.0,73,1,,
196860112,3,1289.0625,47.0,44,1,,
196860112,4,1464.84375,66.0,84,1,,
196860112,5,1831.0546875,117.0,14,1,,
196860112,6,2746.58203125,86.0,4,1,,
196860112,7,2861.02294921875,68.0,70,1,,
196860112,8,5006.7901611328125,73.0,55,1,,
196860112,9,5364.418029785156,28.0,17,1,,
196860112,,,,,,947476.8905639648,1400.0
196860113,0,1000,0.0,55,1,,
196860113,1,1200,25.0,8,1,,
196860113,2,800,8.0,111,1,,
196860113,3,1100,89.0,47,1,,
196860113,4,1250.0,111.0,36,1,,
196860113,5,1250.0,114.0,33,1,,
196860113,6,1875.0,102.0,34,1,,
196860113,7,1562.5,114.0,25,1,,
196860113,8,2734.375,74.0,70,1,,
196860113,9,3662.109375,44.0,7,1,,
196860113,,,,,,651703.515625,1400.0
196860114,0,1000,0.0,96,1,,
196860114,1,1500.0,66.0,12,1,,
196860114,2,1000.0,53.0,97,1,,
196860114,3,1375.0,120.0,27,1,,
196860114,4,1562.5,122.0,6,1,,
196860114,5,1953.125,95.0,0,1,,
196860114,6,1757.8125,50.0,28,1,,
196860114,7,1831.0546875,56.0,40,1,,
196860114,8,2563.4765625,31.0,102,1,,
196860114,9,2059.9365234375,33.0,16,1,,
196860114,,,,,,713394.53125,1400.0
196860115,0,1000,0.0,76,1,,
196860115,1,900.0,46.0,29,1,,
196860115,2,750.0,50.0,78,1,,
196860115,3,773.4375,98.0,40,1,,
196860115,4,527.34375,113.0,10,1,,
196860115,5,395.5078125,90.0,30,1,,
196860115,6,355.95703125,75.0,16,1,,
196860115,7,370.78857421875,69.0,57,1,,
196860115,8,519.10400390625,61.0,63,1,,
196860115,9,417.13714599609375,24.0,36,1,,
196860115,,,,,,323726.9226074219,1400.0
196860116,0,1000,0.0,42,1,,
196860116,1,900.0,12.0,22,1,,
196860116,2,750.0,9.0,40,1,,
196860116,3,1031.25,19.0,46,1,,
196860116,4,1171.875,40.0,0,1,,
196860116,5,1464.84375,7.0,81,1,,
196860116,6,1757.8125,43.0,7,1,,
196860116,7,1831.0546875,28.0,122,1,,
196860116,8,2563.4765625,85.0,37,1,,
196860116,9,2059.9365234375,22.0,27,1,,
196860116,,,,,,682550.1220703125,1400.0
196860117,0,1000,0.0,85,1,,
196860117,1,1200,55.0,33,1,,
196860117,2,1000.0,63.0,0,1,,
196860117,3,1718.75,33.0,8,1,,
196860117,4,1562.5,16.0,38,1,,
196860117,5,1953.125,21.0,64,1,,
196860117,6,1757.8125,40.0,39,1,,
196860117,7,1098.6328125,57.0,93,1,,
196860117,8,1538.0859375,85.0,41,1,,
196860117,9,1235.9619140625,26.0,26,1,,
196860117,,,,,,628149.072265625,1400.0
196860118,0,1000,0.0,45,1,,
196860118,1,900.0,15.0,38,1,,
196860118,2,450.0,28.0,60,1,,
196860118,3,773.4375,58.0,32,1,,
196860118,4,703.125,65.0,36,1,,
196860118,5,878.90625,68.0,82,1,,
196860118,6,1318.359375,105.0,25,1,,
196860118,7,823.974609375,108.0,33,1,,
196860118,8,865.17333984375,76.0,47,1,,
196860118,9,1158.7142944335938,23.0,27,1,,
196860118,,,,,,400931.3919067383,1400.0
196860119,0,1000,0.0,79,1,,
196860119,1,1200,49.0,50,1,,
196860119,2,1000.0,74.0,21,1,,
196860119,3,1031.25,65.0,12,1,,
196860119,4,1171.875,52.0,98,1,,
196860119,5,1171.875,117.0,0,1,,
196860119,6,1757.8125,72.0,27,1,,
196860119,7,1831.0546875,77.0,73,1,,
196860119,8,1922.607421875,85.0,32,1,,
196860119,9,2574.920654296875,17.0,28,1,,
196860119,,,,,,640967.8955078125,1400.0
196860120,0,1000,0.0,88,1,,
196860120,1,900.0,58.0,6,1,,
196860120,2,450.0,39.0,103,1,,
196860120,3,618.75,112.0,21,1,,
196860120,4,421.875,108.0,15,1,,
196860120,5,527.34375,90.0,8,1,,
196860120,6,791.015625,53.0,34,1,,
196860120,7,659.1796875,65.0,54,1,,
196860120,8,922.8515625,54.0,54,1,,
196860120,9,1235.9619140625,8.0,40,1,,
196860120,,,,,,365553.3203125,1400.0
196860121,0,1000,0.0,48,1,,
196860121,1,900.0,18.0,18,1,,
196860121,2,600.0,11.0,119,1,,
196860121,3,1031.25,100.0,10,1,,
196860121,4,937.5,85.0,55,1,,
196860121,5,1171.875,107.0,33,1,,
196860121,6,1406.25,95.0,23,1,,
196860121,7,1464.84375,96.0,50,1,,
196860121,8,2563.4765625,81.0,39,1,,
196860121,9,3433.2275390625,20.0,27,1,,
196860121,,,,,,574905.5419921875,1400.0
196860122,0,1000,0.0,85,1,,
196860122,1,1200,55.0,0,1,,
196860122,2,800,30.0,0,1,,
196860122,3,1100,0.0,107,1,,
196860122,4,1250.0,82.0,53,1,,
196860122,5,1562.5,102.0,6,1,,
196860122,6,2343.75,63.0,24,1,,
196860122,7,1464.84375,65.0,60,1,,
196860122,8,1538.0859375,60.0,70,1,,
196860122,9,2059.9365234375,30.0,17,1,,
196860122,,,,,,599650.5615234375,1400.0
196860123,0,1000,0.0,58,1,,
196860123,1,1500.0,28.0,17,1,,
196860123,2,1250.0,20.0,111,1,,
196860123,3,1718.75,101.0,3,1,,
196860123,4,1953.125,79.0,30,1,,
196860123,5,2441.40625,76.0,47,1,,
196860123,6,2197.265625,78.0,10,1,,
196860123,7,2288.818359375,66.0,48,1,,
196860123,8,3204.345703125,49.0,72,1,,
196860123,9,4291.534423828125,21.0,27,1,,
196860123,,,,,,919666.3513183594,1400.0
196860124,0,1000,0.0,75,1,,
196860124,1,1500.0,45.0,15,1,,
196860124,2,1000.0,35.0,90,1,,
196860124,3,1718.75,95.0,11,1,,
196860124,4,1562.5,81.0,44,1,,
196860124,5,1562.5,92.0,41,1,,
196860124,6,1875.0,88.0,48,1,,
196860124,7,1171.875,114.0,10,1,,
196860124,8,2050.78125,59.0,45,1,,
196860124,9,2746.58203125,4.0,41,1,,
196860124,,,,,,686332.51953125,1400.0
196860125,0,1000,0.0,42,1,,
196860125,1,900.0,12.0,39,1,,
196860125,2,750.0,26.0,115,1,,
196860125,3,1289.0625,111.0,39,1,,
196860125,4,878.90625,125.0,23,1,,
196860125,5,1098.6328125,115.0,17,1,,
196860125,6,1647.94921875,87.0,27,1,,
196860125,7,1373.291015625,92.0,49,1,,
196860125,8,1922.607421875,76.0,26,1,,
196860125,9,2059.9365234375,2.0,52,1,,
196860125,,,,,,561905.419921875,1400.0
196860126,0,1000,0.0,75,1,,
196860126,1,1200,45.0,22,1,,
196860126,2,600.0,42.0,61,1,,
196860126,3,1031.25,73.0,71,1,,
196860126,4,937.5,119.0,17,1,,
196860126,5,937.5,103.0,33,1,,
196860126,6,1125.0,91.0,4,1,,
196860126,7,937.5,73.0,33,1,,
196860126,8,984.375,41.0,70,1,,
196860126,9,791.015625,11.0,39,1,,
196860126,,,,,,433787.109375,1400.0
196860127,0,1000,0.0,58,1,,
196860127,1,1500.0,28.0,8,1,,
196860127,2,750.0,11.0,99,1,,
196860127,3,1031.25,80.0,40,1,,
196860127,4,1171.875,95.0,7,1,,
196860127,5,878.90625,69.0,52,1,,
196860127,6,791.015625,76.0,74,1,,
196860127,7,659.1796875,128.0,4,1,,
196860127,8,922.8515625,67.0,47,1,,
196860127,9,741.5771484375,14.0,38,1,,
196860127,,,,,,412632.080078125,1400.0
196860128,0,1000,0.0,39,1,,
196860128,1,1500.0,9.0,30,1,,
196860128,2,1000.0,14.0,68,1,,
196860128,3,1718.75,52.0,49,1,,
196860128,4,1171.875,76.0,5,1,,
196860128,5,1464.84375,48.0,51,1,,
196860128,6,2197.265625,54.0,20,1,,
196860128,7,2288.818359375,52.0,70,1,,
196860128,8,2403.25927734375,57.0,86,1,,
196860128,9,1931.1904907226562,43.0,7,1,,
196860128,,,,,,781646.3851928711,1400.0
196860129,0,1000,0.0,33,1,,
196860129,1,1200,3.0,63,1,,
196860129,2,1000.0,41.0,85,1,,
196860129,3,1718.75,96.0,42,1,,
196860129,4,1562.5,113.0,23,1,,
196860129,5,1171.875,103.0,36,1,,
196860129,6,1406.25,94.0,16,1,,
196860129,7,1171.875,88.0,13,1,,
196860129,8,2050.78125,36.0,97,1,,
196860129,9,1647.94921875,33.0,16,1,,
196860129,,,,,,647439.84375,1400.0
256400100,0,1000,0.0,55,1,,
256400100,1,1200,25.0,2,1,,
256400100,2,600.0,2.0,148,1,,
682420100,0,1000,0.0,150,1,,
682420100,1,1200,120.0,8,1,,
682420100,2,600.0,103.0,47,1,,
682420100,3,1031.25,120.0,0,1,,
682420100,4,703.125,95.0,51,1,,
682420100,5,878.90625,113.0,0,1,,
682420100,6,1054.6875,68.0,82,1,,
682420100,7,659.1796875,128.0,0,1,,
682420100,8,692.138671875,63.0,87,1,,
682420100,9,556.182861328125,50.0,28,1,,
682420100,,,,,,414432.9345703125,1400.0
682420101,0,1000,0.0,117,1,,
682420101,1,1200,87.0,40,1,,
682420101,2,600.0,102.0,24,1,,
682420101,3,1031.25,96.0,11,1,,
682420101,4,1171.875,82.0,0,1,,
682420101,5,878.90625,49.0,64,1,,
682420101,6,1318.359375,68.0,41,1,,
682420101,7,1373.291015625,87.0,63,1,,
682420101,8,1922.607421875,85.0,65,1,,
682420101,9,2059.9365234375,50.0,14,1,,
682420101,,,,,,579872.412109375,1400.0
682420102,0,1000,0.0,107,1,,
682420102,1,1200,77.0,67,1,,
682420102,2,800,119.0,22,1,,
682420102,3,1375.0,111.0,36,1,,
682420102,4,1562.5,122.0,10,1,,
682420102,5,1562.5,99.0,3,1,,
682420102,6,2343.75,57.0,6,1,,
682420102,7,1953.125,41.0,46,1,,
682420102,8,2734.375,22.0,118,1,,
682420102,9,3662.109375,40.0,55,1,,
682420102,,,,,,943291.015625,1400.0
682420103,0,1000,0.0,32,1,,
682420103,1,1500.0,2.0,84,1,,
682420103,2,1250.0,61.0,63,1,,
682420103,3,2148.4375,94.0,44,1,,
682420103,4,1464.84375,113.0,0,1,,
682420103,5,1098.6328125,80.0,35,1,,
682420103,6,1647.94921875,70.0,28,1,,
682420103,7,1716.61376953125,76.0,5,1,,
682420103,8,3004.0740966796875,16.0,105,1,,
682420103,9,4023.313522338867,21.0,46,1,,
682420103,,,,,,963459.2475891113,1400.0
682420104,0,1000,0.0,107,1,,
682420104,1,900.0,77.0,15,1,,
682420104,2,600.0,67.0,17,1,,
682420104,3,1031.25,54.0,82,1,,
682420104,4,1171.875,111.0,13,1,,
682420104,5,1464.84375,91.0,29,1,,
682420104,6,2197.265625,75.0,21,1,,
682420104,7,2288.818359375,74.0,48,1,,
682420104,8,3204.345703125,57.0,86,1,,
682420104,9,3433.2275390625,43.0,53,1,,
682420104,,,,,,927017.9931640625,1400.0
682420105,0,1000,0.0,96,1,,
682420105,1,1500.0,66.0,24,1,,
682420105,2,1250.0,65.0,54,1,,
682420105,3,1289.0625,89.0,0,1,,
682420105,4,878.90625,64.0,36,1,,
682420105,5,659.1796875,67.0,29,1,,
682420105,6,988.76953125,51.0,28,1,,
682420105,7,1029.96826171875,57.0,86,1,,
682420105,8,1802.4444580078125,78.0,36,1,,
682420105,9,1448.3928680419922,14.0,38,1,,
682420105,,,,,,523446.58279418945,1400.0
682420106,0,1000,0.0,85,1,,
682420106,1,900.0,55.0,95,1,,
682420106,2,450.0,125.0,3,1,,
682420106,3,773.4375,98.0,44,1,,
682420106,4,527.34375,117.0,9,1,,
682420106,5,395.5078125,93.0,4,1,,
682420106,6,474.609375,52.0,91,1,,
682420106,7,395.5078125,121.0,18,1,,
682420106,8,692.138671875,74.0,43,1,,
682420106,9,741.5771484375,17.0,47,1,,
682420106,,,,,,367634.0576171875,1400.0
682420107,0,1000,0.0,117,1,,
682420107,1,1500.0,87.0,27,1,,
682420107,2,1000.0,89.0,39,1,,
682420107,3,1718.75,98.0,26,1,,
682420107,4,1562.5,99.0,10,1,,
682420107,5,1953.125,76.0,10,1,,
682420107,6,1757.8125,41.0,85,1,,
682420107,7,1831.0546875,104.0,26,1,,
682420107,8,1922.607421875,65.0,66,1,,
682420107,9,2059.9365234375,31.0,119,1,,
682420107,,,,,,885889.7705078125,1400.0
682420108,0,1000,0.0,64,1,,
682420108,1,900.0,34.0,24,1,,
682420108,2,450.0,33.0,25,1,,
682420108,3,464.0625,28.0,87,1,,
682420108,4,316.40625,90.0,55,1,,
682420108,5,395.5078125,112.0,2,1,,
682420108,6,474.609375,69.0,69,1,,
682420108,7,395.5078125,116.0,0,1,,
682420108,8,692.138671875,51.0,49,1,,
682420108,9,556.182861328125,0.0,96,1,,
682420108,,,,,,308973.193359375,1400.0
682420109,0,1000,0.0,117,1,,
682420109,1,1500.0,87.0,49,1,,
682420109,2,750.0,111.0,0,1,,
682420109,3,1289.0625,81.0,9,1,,
682420109,4,1464.84375,65.0,54,1,,
682420109,5,1464.84375,86.0,64,1,,
682420109,6,1757.8125,105.0,22,1,,
682420109,7,1098.6328125,105.0,0,1,,
682420109,8,1922.607421875,40.0,70,1,,
682420109,9,2059.9365234375,10.0,110,1,,
682420109,,,,,,807300.537109375,1400.0
682420110,0,1000,0.0,53,1,,
682420110,1,900.0,23.0,117,1,,
682420110,2,600.0,115.0,7,1,,
682420110,3,825.0,92.0,0,1,,
682420110,4,937.5,67.0,0,1,,
682420110,5,937.5,34.0,24,1,,
682420110,6,1406.25,13.0,127,1,,
682420110,7,1171.875,118.0,9,1,,
682420110,8,1230.46875,62.0,56,1,,
682420110,9,1647.94921875,18.0,94,1,,
682420110,,,,,,632954.1015625,1400.0
682420111,0,1000,0.0,42,1,,
682420111,1,900.0,12.0,29,1,,
682420111,2,600.0,16.0,124,1,,
682420111,3,825.0,110.0,37,1,,
682420111,4,562.5,122.0,14,1,,
682420111,5,562.5,103.0,40,1,,
682420111,6,675.0,98.0,18,1,,
682420111,7,562.5,94.0,32,1,,
682420111,8,590.625,61.0,57,1,,
682420111,9,632.8125,18.0,132,1,,
682420111,,,,,,391246.875,1400.0
682420112,0,1000,0.0,107,1,,
682420112,1,1500.0,77.0,73,1,,
682420112,2,750.0,125.0,25,1,,
682420112,3,1289.0625,120.0,0,1,,
682420112,4,1464.84375,95.0,7,1,,
682420112,5,1831.0546875,69.0,40,1,,
682420112,6,2746.58203125,64.0,61,1,,
682420112,7,2861.02294921875,103.0,16,1,,
682420112,8,5006.7901611328125,54.0,96,1,,
682420112,9,5364.418029785156,50.0,71,1,,
682420112,,,,,,1430589.500427246,1400.0
682420113,0,1000,0.0,117,1,,
682420113,1,1200,87.0,9,1,,
864950100,0,1000,0.0,139,1,,
864950100,1,1200,109.0,26,1,,
864950100,2,600.0,110.0,14,1,,
864950100,3,1031.25,94.0,16,1,,
864950100,4,703.125,85.0,23,1,,
864950100,5,878.90625,75.0,32,1,,
864950100,6,1054.6875,62.0,6,1,,
864950100,7,659.1796875,46.0,22,1,,
864950100,8,692.138671875,3.0,115,1,,
864950100,9,556.182861328125,18.0,37,1,,
864950100,,,,,,400901.6662597656,1400.0
864950101,0,1000,0.0,75,1,,
864950101,1,1200,45.0,97,1,,
864950101,2,600.0,117.0,33,1,,
864950101,3,1031.25,120.0,21,1,,
864950101,4,1171.875,116.0,0,1,,
864950101,5,878.90625,83.0,23,1,,
864950101,6,1318.359375,61.0,63,1,,
864950101,7,1373.291015625,102.0,13,1,,
864950101,8,1922.607421875,50.0,50,1,,
864950101,9,2059.9365234375,0.0,128,1,,
864950101,,,,,,752282.763671875,1400.0
864950102,0,1000,0.0,139,1,,
864950102,1,1200,109.0,5,1,,
864950102,2,800,89.0,0,1,,
864950102,3,1375.0,59.0,84,1,,
864950102,4,1562.5,118.0,22,1,,
864950102,5,1562.5,107.0,0,1,,
864950102,6,2343.75,62.0,44,1,,
864950102,7,1953.125,84.0,56,1,,
864950102,8,2734.375,75.0,37,1,,
864950102,9,3662.109375,12.0,128,1,,
864950102,,,,,,1115296.875,1400.0
864950200,0,1000,0.0,128,1,,
864950200,1,1200,98.0,29,1,,
864950200,2,600.0,102.0,48,1,,
864950200,3,1031.25,120.0,21,1,,
864950200,4,703.125,116.0,26,1,,
864950200,5,878.90625,109.0,32,1,,
864950200,6,1054.6875,96.0,15,1,,
864950200,7,659.1796875,89.0,47,1,,
864950200,8,692.138671875,71.0,50,1,,
864950200,9,556.182861328125,21.0,73,1,,
864950200,,,,,,422172.5402832031,1400.0
864950201,0,1000,0.0,85,1,,
864950201,1,1200,55.0,54,1,,
864950201,2,600.0,84.0,56,1,,
864950201,3,1031.25,110.0,34,1,,
864950201,4,1171.875,119.0,31,1,,
864950201,5,878.90625,117.0,4,1,,
864950201,6,1318.359375,76.0,74,1,,
864950201,7,1373.291015625,128.0,11,1,,
864950201,8,1922.607421875,74.0,54,1,,
864950201,9,2059.9365234375,28.0,34,1,,
864950201,,,,,,585329.6875,1400.0
864950202,0,1000,0.0,53,1,,
864950202,1,1200,23.0,63,1,,
864950202,2,800,61.0,44,1,,
864950202,3,1375.0,75.0,58,1,,
864950202,4,1562.5,108.0,42,1,,
864950202,5,1562.5,117.0,11,1,,
864950202,6,2343.75,83.0,19,1,,
864950202,7,1953.125,80.0,50,1,,
864950202,8,2734.375,65.0,72,1,,
864950202,9,3662.109375,37.0,56,1,,
864950202,,,,,,911003.125,1400.0
864950300,0,1000,0.0,53,1,,
864950300,1,1200,23.0,127,1,,
864950300,2,600.0,125.0,19,1,,
864950300,3,1031.25,114.0,23,1,,
864950300,4,703.125,112.0,38,1,,
864950300,5,878.90625,117.0,25,1,,
864950300,6,1054.6875,97.0,3,1,,
864950300,7,659.1796875,78.0,46,1,,
864950300,8,692.138671875,59.0,65,1,,
864950300,9,556.182861328125,24.0,27,1,,
864950300,,,,,,423202.4353027344,1400.0
864950301,0,1000,0.0,150,1,,
864950301,1,1200,120.0,6,1,,
864950301,2,600.0,101.0,31,1,,
864950301,3,1031.25,102.0,20,1,,
864950301,4,1171.875,97.0,41,1,,
864950301,5,878.90625,105.0,38,1,,
864950301,6,1318.359375,98.0,14,1,,
864950301,7,1373.291015625,90.0,47,1,,
864950301,8,1922.607421875,72.0,55,1,,
864950301,9,2059.9365234375,27.0,35,1,,
864950301,,,,,,579213.2080078125,1400.0
864950302,0,1000,0.0,85,1,,
864950302,1,1200,55.0,20,1,,
864950302,2,800,50.0,14,1,,
864950302,3,1375.0,34.0,99,1,,
864950302,4,1562.5,108.0,12,1,,
864950302,5,1562.5,87.0,49,1,,
864950302,6,2343.75,91.0,21,1,,
864950302,7,1953.125,90.0,0,1,,
864950302,8,2734.375,25.0,107,1,,
864950302,9,3662.109375,32.0,101,1,,
864950302,,,,,,1096807.421875,1400.0
864950400,0,1000,0.0,85,1,,
864950400,1,1200,55.0,6,1,,
864950400,2,600.0,36.0,0,1,,
864950400,3,1031.25,6.0,144,1,,
864950400,4,703.125,125.0,1,1,,
864950400,5,878.90625,93.0,24,1,,
864950400,6,1054.6875,72.0,39,1,,
864950400,7,659.1796875,89.0,21,1,,
864950400,8,692.138671875,45.0,67,1,,
864950400,9,556.182861328125,12.0,108,1,,
864950400,,,,,,463413.5009765625,1400.0
864950401,0,1000,0.0,139,1,,
864950401,1,1200,109.0,35,1,,
864950401,2,600.0,119.0,11,1,,
864950401,3,1031.25,100.0,10,1,,
864950401,4,1171.875,85.0,27,1,,
864950401,5,878.90625,79.0,45,1,,
864950401,6,1318.359375,79.0,55,1,,
864950401,7,1373.291015625,112.0,0,1,,
864950401,8,1922.607421875,47.0,103,1,,
864950401,9,2059.9365234375,50.0,57,1,,
864950401,,,,,,690558.6181640625,1400.0
864950402,0,1000,0.0,64,1,,
864950402,1,1200,34.0,74,1,,
864950402,2,800,83.0,38,1,,
864950402,3,1375.0,91.0,59,1,,
864950402,4,1562.5,125.0,25,1,,
864950402,5,1562.5,117.0,33,1,,
864950402,6,2343.75,105.0,9,1,,
864950402,7,1953.125,92.0,4,1,,
864950402,8,2734.375,31.0,102,1,,
864950402,9,3662.109375,33.0,25,1,,
864950402,,,,,,794815.234375,1400.0
864950500,0,1000,0.0,130,1,,
864950500,1,1200,100.0,1,1,,
864950500,2,600.0,76.0,1,1,,
864950500,3,1031.25,47.0,1,1,,
864950500,4,703.125,23.0,10,1,,
864950500,5,878.90625,0.0,130,1,,
864950500,6,1054.6875,85.0,1,1,,
864950500,7,659.1796875,64.0,1,1,,
864950500,8,692.138671875,0.0,130,1,,
864950500,9,556.182861328125,30.0,15,1,,
864950500,,,,,,394654.9499511719,1400.0
864950501,0,1000,0.0,130,1,,
864950501,1,1200,100.0,1,1,,
864950501,2,600.0,76.0,1,1,,
864950501,3,1031.25,47.0,1,1,,
864950501,4,1171.875,23.0,10,1,,
864950501,5,878.90625,0.0,130,1,,
